sample.id;cc.row;cc.old;row;nucleic.acid;time.point;plt;block1;block2;sample.type;culture;cc;cc.ext;pre.crop.ext;pre.crop;mc.pi.sh;mc.pi.ext;Plot;McT0;McT1;McT3;Tubergalling
Bo18-DNA-T0-plt4;Bo18;Bo;18;DNA;T0;plt4;1;1a;bulk;precrop;none;none;Rye;ry;Medium;Medium1;188-198;2383.18;0;0;0
Bo19-DNA-T0-plt4;Bo19;Bo;19;DNA;T0;plt4;1;1b;bulk;precrop;none;none;ItRyegrass;ir;Medium;Medium2;201-211;578.79;0;0;0
Bo20-DNA-T0-plt4;Bo20;Bo;20;DNA;T0;plt4;1;1b;bulk;precrop;none;none;EngRyegrass;er;Low;Low;212-222;21.18;0;0;0
Bo29-DNA-T0-plt4;Bo29;Bo;29;DNA;T0;plt4;2;2;bulk;precrop;none;none;BlackOat;bo;High;High;311-321;5009.09;0;0;0
Bo30-DNA-T0-plt4;Bo30;Bo;30;DNA;T0;plt4;2;2;bulk;precrop;none;none;EngRyegrass;er;Low;Low;322-332;12.18;0;0;0
Bo31-DNA-T0-plt4;Bo31;Bo;31;DNA;T0;plt4;2;2;bulk;precrop;none;none;ItRyegrass;ir;Medium;Medium2;333-343;401.06;0;0;0
Bo32-DNA-T0-plt4;Bo32;Bo;32;DNA;T0;plt4;2;2;bulk;precrop;none;none;Rye;ry;Medium;Medium1;344-354;782.33;0;0;0
Bo33-DNA-T0-plt4;Bo33;Bo;33;DNA;T0;plt4;3;3;bulk;precrop;none;none;EngRyegrass;er;Low;Low;355-365;3.73;0;0;0
Bo34D-DNA-T0-plt4;Bo34;Bo;34;DNA;T0;plt4;3;3;bulk;precrop;none;none;Rye;ry;Medium;Medium1;366-376;526.61;0;0;0
Bo35-DNA-T0-plt4;Bo35;Bo;35;DNA;T0;plt4;3;3;bulk;precrop;none;none;BlackOat;bo;High;High;377-387;2983.33;0;0;0
Bo36-DNA-T0-plt4;Bo36;Bo;36;DNA;T0;plt4;3;3;bulk;precrop;none;none;ItRyegrass;ir;Medium;Medium2;388-398;357.64;0;0;0
Ro17-DNA-T0-plt4;Ro17;Ro;17;DNA;T0;plt4;1;1a;rhizo;precrop;none;none;BlackOat;bo;High;High;177-187;9407.27;0;0;0
Ro18-DNA-T0-plt4;Ro18;Ro;18;DNA;T0;plt4;1;1a;rhizo;precrop;none;none;Rye;ry;Medium;Medium1;188-198;2383.18;0;0;0
Ro19-DNA-T0-plt4;Ro19;Ro;19;DNA;T0;plt4;1;1b;rhizo;precrop;none;none;ItRyegrass;ir;Medium;Medium2;201-211;578.79;0;0;0
Ro20-DNA-T0-plt4;Ro20;Ro;20;DNA;T0;plt4;1;1b;rhizo;precrop;none;none;EngRyegrass;er;Low;Low;212-222;21.18;0;0;0
Ro29-DNA-T0-plt4;Ro29;Ro;29;DNA;T0;plt4;2;2;rhizo;precrop;none;none;BlackOat;bo;High;High;311-321;5009.09;0;0;0
Ro30-DNA-T0-plt4;Ro30;Ro;30;DNA;T0;plt4;2;2;rhizo;precrop;none;none;EngRyegrass;er;Low;Low;322-332;12.18;0;0;0
Ro31-DNA-T0-plt4;Ro31;Ro;31;DNA;T0;plt4;2;2;rhizo;precrop;none;none;ItRyegrass;ir;Medium;Medium2;333-343;401.06;0;0;0
Ro32-DNA-T0-plt4;Ro32;Ro;32;DNA;T0;plt4;2;2;rhizo;precrop;none;none;Rye;ry;Medium;Medium1;344-354;782.33;0;0;0
Ro33-DNA-T0-plt4;Ro33;Ro;33;DNA;T0;plt4;3;3;rhizo;precrop;none;none;EngRyegrass;er;Low;Low;355-365;3.73;0;0;0
Ro34-DNA-T0-plt4;Ro34;Ro;34;DNA;T0;plt4;3;3;rhizo;precrop;none;none;Rye;ry;Medium;Medium1;366-376;526.61;0;0;0
Ro35-DNA-T0-plt4;Ro35;Ro;35;DNA;T0;plt4;3;3;rhizo;precrop;none;none;BlackOat;bo;High;High;377-387;2983.33;0;0;0
Ro36-DNA-T0-plt4;Ro36;Ro;36;DNA;T0;plt4;3;3;rhizo;precrop;none;none;ItRyegrass;ir;Medium;Medium2;388-398;357.64;0;0;0
Bo17-RNA-T0-plt2;Bo17;Bo;17;RNA;T0;plt4;1;1a;bulk;precrop;none;none;BlackOat;bo;High;High;177-187;9407.27;0;0;0
Bo18-RNA-T0-plt2;Bo18;Bo;18;RNA;T0;plt4;1;1a;bulk;precrop;none;none;Rye;ry;Medium;Medium1;188-198;2383.18;0;0;0
Bo19-RNA-T0-plt2;Bo19;Bo;19;RNA;T0;plt4;1;1b;bulk;precrop;none;none;ItRyegrass;ir;Medium;Medium2;201-211;578.79;0;0;0
Bo20-RNA-T0-plt2;Bo20;Bo;20;RNA;T0;plt4;1;1b;bulk;precrop;none;none;EngRyegrass;er;Low;Low;212-222;21.18;0;0;0
Bo29-RNA-T0-plt2;Bo29;Bo;29;RNA;T0;plt4;2;2;bulk;precrop;none;none;BlackOat;bo;High;High;311-321;5009.09;0;0;0
Bo30-RNA-T0-plt2;Bo30;Bo;30;RNA;T0;plt4;2;2;bulk;precrop;none;none;EngRyegrass;er;Low;Low;322-332;12.18;0;0;0
Bo31-RNA-T0-plt2;Bo31;Bo;31;RNA;T0;plt4;2;2;bulk;precrop;none;none;ItRyegrass;ir;Medium;Medium2;333-343;401.06;0;0;0
Bo32-RNA-T0-plt2;Bo32;Bo;32;RNA;T0;plt4;2;2;bulk;precrop;none;none;Rye;ry;Medium;Medium1;344-354;782.33;0;0;0
Bo33-RNA-T0-plt2;Bo33;Bo;33;RNA;T0;plt4;3;3;bulk;precrop;none;none;EngRyegrass;er;Low;Low;355-365;3.73;0;0;0
Bo34D-RNA-T0-plt2;Bo34;Bo;34;RNA;T0;plt4;3;3;bulk;precrop;none;none;Rye;ry;Medium;Medium1;366-376;526.61;0;0;0
Bo35-RNA-T0-plt2;Bo35;Bo;35;RNA;T0;plt4;3;3;bulk;precrop;none;none;BlackOat;bo;High;High;377-387;2983.33;0;0;0
Bo36-RNA-T0-plt2;Bo36;Bo;36;RNA;T0;plt4;3;3;bulk;precrop;none;none;ItRyegrass;ir;Medium;Medium2;388-398;357.64;0;0;0
Ro17-RNA-T0-plt2;Ro17;Ro;17;RNA;T0;plt4;1;1a;rhizo;precrop;none;none;BlackOat;bo;High;High;177-187;9407.27;0;0;0
Ro18-RNA-T0-plt2;Ro18;Ro;18;RNA;T0;plt4;1;1a;rhizo;precrop;none;none;Rye;ry;Medium;Medium1;188-198;2383.18;0;0;0
Ro19-RNA-T0-plt2;Ro19;Ro;19;RNA;T0;plt4;1;1b;rhizo;precrop;none;none;ItRyegrass;ir;Medium;Medium2;201-211;578.79;0;0;0
Ro20-RNA-T0-plt2;Ro20;Ro;20;RNA;T0;plt4;1;1b;rhizo;precrop;none;none;EngRyegrass;er;Low;Low;212-222;21.18;0;0;0
Ro29-RNA-T0-plt2;Ro29;Ro;29;RNA;T0;plt4;2;2;rhizo;precrop;none;none;BlackOat;bo;High;High;311-321;5009.09;0;0;0
Ro30-RNA-T0-plt2;Ro30;Ro;30;RNA;T0;plt4;2;2;rhizo;precrop;none;none;EngRyegrass;er;Low;Low;322-332;12.18;0;0;0
Ro31-RNA-T0-plt2;Ro31;Ro;31;RNA;T0;plt4;2;2;rhizo;precrop;none;none;ItRyegrass;ir;Medium;Medium2;333-343;401.06;0;0;0
Ro32-RNA-T0-plt2;Ro32;Ro;32;RNA;T0;plt4;2;2;rhizo;precrop;none;none;Rye;ry;Medium;Medium1;344-354;782.33;0;0;0
Ro33-RNA-T0-plt2;Ro33;Ro;33;RNA;T0;plt4;3;3;rhizo;precrop;none;none;EngRyegrass;er;Low;Low;355-365;3.73;0;0;0
Ro34-RNA-T0-plt2;Ro34;Ro;34;RNA;T0;plt4;3;3;rhizo;precrop;none;none;Rye;ry;Medium;Medium1;366-376;526.61;0;0;0
Ro35-RNA-T0-plt2;Ro35;Ro;35;RNA;T0;plt4;3;3;rhizo;precrop;none;none;BlackOat;bo;High;High;377-387;2983.33;0;0;0
Ro36-RNA-T0-plt2;Ro36;Ro;36;RNA;T0;plt4;3;3;rhizo;precrop;none;none;ItRyegrass;ir;Medium;Medium2;388-398;357.64;0;0;0
MQ1-DNA-T1-plt4;NEG;NEG;NEG;DNA;T1;plt4;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
MQ2-DNA-T1-plt4;NEG;NEG;NEG;DNA;T1;plt4;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG1-DNA-T1-plt3;NEG;NEG;NEG;DNA;T1;plt3;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG2-DNA-T1-plt3;NEG;NEG;NEG;DNA;T1;plt3;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG3-DNA-T1-plt4;NEG;NEG;NEG;DNA;T1;plt4;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG4-DNA-T1-plt4;NEG;NEG;NEG;DNA;T1;plt4;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-DNA-T2-plt1;NEG;NEG;NEG;DNA;T2;plt1;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-DNA-T2-plt2;NEG;NEG;NEG;DNA;T2;plt2;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-DNA-T2-plt3;NEG;NEG;NEG;DNA;T2;plt3;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-DNA-T3-plt1;NEG;NEG;NEG;DNA;T3;plt1;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-DNA-T3-plt2;NEG;NEG;NEG;DNA;T3;plt2;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-DNA-T3-plt3;NEG;NEG;NEG;DNA;T3;plt3;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-RNA-T2-plt1;NEG;NEG;NEG;RNA;T2;plt1;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-RNA-T2-plt2;NEG;NEG;NEG;RNA;T2;plt2;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-RNA-T2-plt3;NEG;NEG;NEG;RNA;T2;plt3;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-RNA-T3-plt1;NEG;NEG;NEG;RNA;T3;plt1;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-RNA-T3-plt2;NEG;NEG;NEG;RNA;T3;plt2;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG-RNA-T3-plt3;NEG;NEG;NEG;RNA;T3;plt3;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
MQ1-RNA-T1-plt2;NEG;NEG;NEG;RNA;T1;plt4;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
MQ2-RNA-T1-plt2;NEG;NEG;NEG;RNA;T1;plt4;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG1-RNA-T1-plt1;NEG;NEG;NEG;RNA;T1;plt3;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG2-RNA-T1-plt1;NEG;NEG;NEG;RNA;T1;plt3;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
NEG4-RNA-T1-plt2;NEG;NEG;NEG;RNA;T1;plt4;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;NEG;0;0;0;0
